200,Men,Morrow,Elijah,Texas A&M,21.08,21.08,49,https://www.tfrrs.org/athletes/5124675/Texas_A&M/Morrow_Elijah
200,Men,Richards,Jereem,Alabama,20.34,20.31,1,https://www.tfrrs.org/athletes/6096977/Alabama/Richards_Jereem
200,Men,Marshall,Deshawn,Ohio State,20.74,20.74,13,https://www.tfrrs.org/athletes/5169659/Ohio_State/Marshall_Deshawn
200,Men,Clemes,Zyaire,USC,21.01,20.97,39,https://www.tfrrs.org/athletes/5584341/USC/Clemes_Zyaire 
200,Men,Larry,Lorenzo,Wisconsin,21.11,21.08,54,https://www.tfrrs.org/athletes/5641952/Wisconsin/Larry_Lorenzo
200,Men,McLaughlin,Taylor,Michigan,21.05,21.05,46,https://www.tfrrs.org/athletes/5597150/Michigan/McLaughlin_Taylor
200,Men,Burrell,Cameron,Houston,20.84,20.84,24,https://www.tfrrs.org/athletes/4629579/Houston/Burrell_Cameron
200,Men,Eiker,Josh,Illinois,21.57,21.30,68,https://www.tfrrs.org/athletes/6127883/Illinois/Eiker_Josh
200,Men,Clark,Ryan,Florida,20.99,20.92,36,https://www.tfrrs.org/athletes/5651796/Florida/Clark_Ryan
200,Men,Henderson,Kahlil,Auburn,20.93,20.93,30,https://www.tfrrs.org/athletes/4674096/Auburn/Henderson_Kahlil
200,Men,Benjamin,Rai,UCLA,20.76,20.76,22,https://www.tfrrs.org/athletes/5640101/UCLA/Benjamin_Rai
200,Men,Ejiakuekwu,Roy,Arkansas,21.03,21.03,45,https://www.tfrrs.org/athletes/5644833/Arkansas/Ejiakuekwu_Roy
200,Men,Dotson,Malcolm,Purdue,21.47,21.31,52,https://www.tfrrs.org/athletes/5603300/Purdue/Dotson_Malcolm
200,Men,James,Amir,Northwestern St.,21.08,21.08,49,https://www.tfrrs.org/athletes/5146131/Northwestern_St./James_Amir
200,Men,Moffett,Malik,Penn State,20.76,20.76,17,https://www.tfrrs.org/athletes/5109863/Penn_State/Moffett_Malik
200,Men,Washington,Josh,Arkansas,20.71,20.71,11,https://www.tfrrs.org/athletes/5644827/Arkansas/Washington_Josh
200,Men,Chiles,Gregory,Virginia Tech,21.20,21.20,70,https://www.tfrrs.org/athletes/6142106/Virginia_Tech/Chiles_Gregory
200,Men,Cotton,Kenzo,Arkansas,20.65,20.65,9,https://www.tfrrs.org/athletes/5151089/Arkansas/Cotton_Kenzo
200,Men,Hall-Thompson,Eli,Houston,20.71,20.71,11,https://www.tfrrs.org/athletes/6139507/Houston/Hall-Thompson_Eli
200,Men,Norman,Michael,USC,20.75,20.75,15,https://www.tfrrs.org/athletes/6110322/USC/Norman_Michael
200,Men,Bailey Jr.,Aldrich,Texas,20.92,20.92,29,https://www.tfrrs.org/athletes/5637076/Texas/Bailey Jr._Aldrich
200,Men,Williams,Mustaqeem,Tennessee,20.86,20.86,26,https://www.tfrrs.org/athletes/5602274/Tennessee/Williams_Mustaqeem
200,Men,Chambers,Marcus,Oregon,20.78,20.78,19,https://www.tfrrs.org/athletes/4650973/Oregon/Chambers_Marcus
200,Men,Rodgers,Derrius,Illinois State,21.50,21.50,57,https://www.tfrrs.org/athletes/6078125/Illinois_State/Rodgers_Derrius
